Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,1,0,0,1,1,0,0,0,3.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,1,0,0,1,1,0,0,0,3.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,1,0,0,1,1,1,0,0,1,0,6.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,0,0,1,0,0,0,0,0,0,1,0,2.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,1,0,0,0,0,0,0,0,1.0
LESÃO CORPORAL DOLOSA,26,28,31,14,11,27,27,21,20,27,31,23,286.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,13,11,28,16,25,16,30,16,10,14,20,19,218.0
LESÃO CORPORAL CULPOSA - OUTRAS,4,2,0,0,1,1,1,0,0,1,1,0,11.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),2,6,3,2,0,0,1,5,4,0,2,4,29.0
ESTUPRO,1,0,1,0,0,0,1,3,0,0,1,1,8.0
ESTUPRO DE VULNERÁVEL,1,6,2,2,0,0,0,2,4,0,1,3,21.0
TOTAL DE ROUBO - OUTROS (1),40,47,47,41,49,50,51,53,43,41,64,68,594.0
ROUBO - OUTROS,40,47,46,41,49,50,49,53,43,41,63,65,587.0
ROUBO DE VEÍCULO,6,11,6,5,2,7,7,3,2,6,8,8,71.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,0,0,1,0,0,0,2,0,0,0,1,3,7.0
FURTO - OUTROS,106,120,93,87,111,120,136,158,115,133,109,125,1.413
FURTO DE VEÍCULO,33,28,25,33,27,29,30,33,31,30,31,27,357.0
