Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),3,0,2,3,2,3,1,0,0,3,2,0,19.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),3,0,2,3,2,3,1,0,0,4,2,0,20.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,1,2,1,3,0,1,1,1,1,1,13.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,2,2,3,2,3,4,2,2,3,1,2,1,27.0
LESÃO CORPORAL DOLOSA,60,61,44,63,58,56,37,47,45,46,56,53,626.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,24,39,46,39,41,41,30,31,40,36,37,42,446.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,1,0,0,0,0,0,1,2,2,0,0,6.0
LATROCÍNIO,0,0,0,0,0,1,1,1,0,1,0,2,6.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,1,1,1,0,1,0,2,6.0
TOTAL DE ESTUPRO (4),4,2,2,2,3,2,2,6,6,8,3,2,42.0
TOTAL DE ROUBO - OUTROS (1),148,140,132,156,135,161,115,139,113,155,132,153,1.679
ROUBO DE VEÍCULO,151,170,179,162,188,212,147,148,168,176,205,198,2.104
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,3,5,3,7,8,19,5,12,11,11,10,14,108.0
FURTO - OUTROS,205,157,152,165,202,183,134,171,136,147,187,186,2.025
FURTO DE VEÍCULO,83,57,53,59,80,78,50,84,69,57,75,58,803.0
