Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,1,3,1,2,1,0,0,1,1,1,1,12.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,3,1,2,1,0,0,1,1,1,1,12.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,3,2,0,1,2,0,1,2,1,1,0,2,15.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,1,3,2,0,0,1,0,1,2,0,1,4,15.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,54,34,36,43,28,41,32,37,37,33,26,29,430.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,14,18,18,11,15,17,19,21,20,14,19,15,201.0
LESÃO CORPORAL CULPOSA - OUTRAS,2,2,0,1,0,0,0,1,1,0,1,0,8.0
LATROCÍNIO,0,0,0,0,1,0,0,0,0,0,0,3,4.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,1,0,0,0,0,0,0,3,4.0
TOTAL DE ESTUPRO (4),9,4,7,8,4,3,5,2,6,7,5,4,64.0
ESTUPRO,1,1,1,1,2,2,0,0,3,2,2,1,16.0
ESTUPRO DE VULNERÁVEL,8,3,6,7,2,1,5,2,3,5,3,3,48.0
TOTAL DE ROUBO - OUTROS (1),193,219,227,214,233,223,235,244,235,241,244,263,2.771
ROUBO - OUTROS,183,206,220,203,223,210,224,231,224,224,234,254,2.636
ROUBO DE VEÍCULO,82,87,80,99,120,69,77,79,65,73,100,125,1.056
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,10,13,7,11,10,13,11,13,11,17,10,9,135.0
FURTO - OUTROS,210,230,227,220,206,204,257,274,207,223,214,180,2.652
FURTO DE VEÍCULO,93,58,63,72,76,61,67,101,77,75,78,78,899.0
