Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,1,0,0,0,0,1,0,0,0,2.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,1,0,0,0,0,1,0,0,0,2.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,0,0,0,0,0,1,0,0,0,0,2.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,2,3,0,0,0,1,0,0,0,0,0,6.0
LESÃO CORPORAL DOLOSA,6,7,12,15,11,8,14,16,11,11,11,14,136.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,27,27,52,30,27,54,34,32,30,37,34,35,419.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,1,1,1,0,0,1,2,2,0,0,1,9.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),1,0,3,2,1,1,1,0,0,1,0,0,10.0
TOTAL DE ROUBO - OUTROS (1),118,101,109,92,95,102,101,121,85,105,84,95,1208.0
ROUBO DE VEÍCULO,23,17,7,4,5,8,9,9,10,3,5,7,107.0
ROUBO A BANCO,1,0,0,1,1,0,0,1,0,0,0,0,4.0
ROUBO DE CARGA,2,2,0,2,4,0,5,0,0,1,2,0,18.0
FURTO - OUTROS,202,193,199,164,220,230,170,211,238,244,194,187,2452.0
FURTO DE VEÍCULO,74,62,68,53,84,64,58,68,76,50,29,34,720.0
