Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),5,1,3,2,2,2,2,2,1,3,1,0,24.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),5,1,3,3,2,3,2,2,1,2,1,0,25.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,1,1,0,0,0,0,0,1,1,4.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,1,0,0,0,0,0,1.0
TENTATIVA DE HOMICÍDIO,2,4,3,1,3,2,1,2,4,2,1,3,28.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,60,48,43,45,50,37,51,58,58,58,55,70,633.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,28,27,35,34,31,25,33,20,35,30,26,32,356.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,1,1,3,2,0,2,1,3,3,1,4,21.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,2,0,0,0,0,0,0,0,0,0,0,0,2.0
TOTAL DE ESTUPRO (4),5,1,0,0,0,0,3,0,0,0,2,0,11.0
TOTAL DE ROUBO - OUTROS (1),121,118,112,152,210,173,172,127,138,125,129,144,1.721
ROUBO DE VEÍCULO,50,77,72,60,58,57,50,61,55,71,56,49,716.0
ROUBO A BANCO,0,0,0,1,2,0,0,1,1,0,0,1,6.0
ROUBO DE CARGA,2,4,1,2,5,4,0,1,1,1,2,4,27.0
FURTO - OUTROS,168,171,155,164,161,167,181,197,176,181,157,205,2.083
FURTO DE VEÍCULO,92,106,100,91,107,87,121,92,92,96,72,65,1.121
