Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,0,0,2,0,0,0,0,0,0,1,1,5.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,0,2,0,0,0,0,0,0,1,1,5.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,1,0,1.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,1,0,1.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,0,0,0,3,0,0,0,0,2,0,6.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,0,0,1,0,0,0,0,0,0,1,0,2.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,30,55,36,50,40,24,36,32,49,36,42,32,462.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,17,12,8,12,15,9,12,12,14,11,16,13,151.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,1,0,1,2,1,2,1,2,2,1,0,13.0
LATROCÍNIO,0,1,0,0,0,0,0,0,0,0,0,1,2.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,1,0,0,0,0,0,0,0,0,0,1,2.0
TOTAL DE ESTUPRO (4),5,4,2,4,1,1,2,3,11,5,5,5,48.0
ESTUPRO,1,1,0,2,0,0,1,1,3,0,1,1,11.0
ESTUPRO DE VULNERÁVEL,4,3,2,2,1,1,1,2,8,5,4,4,37.0
TOTAL DE ROUBO - OUTROS (1),92,69,75,92,79,83,86,89,81,91,80,93,1.01
ROUBO - OUTROS,90,69,75,92,77,81,84,88,80,89,79,91,995.0
ROUBO DE VEÍCULO,6,7,7,9,14,10,7,12,6,8,6,10,102.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,2,0,0,0,2,2,2,1,1,2,1,2,15.0
FURTO - OUTROS,181,199,167,183,208,214,210,205,203,186,186,218,2.36
FURTO DE VEÍCULO,73,79,61,73,72,64,78,78,60,63,56,51,808.0
