Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,1,7,1,2,1,1,1,0,1,2,0,17.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,7,1,3,1,1,1,0,1,2,0,18.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,2,2,3,2,1,1,1,1,0,0,0,1,14.0
HOMICÍDIO CULPOSO OUTROS,0,0,1,0,0,0,0,0,1,0,0,0,2.0
TENTATIVA DE HOMICÍDIO,3,2,1,2,5,2,3,2,2,1,1,2,26.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,39,48,58,48,41,46,45,37,40,35,53,48,538.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,23,24,21,24,34,30,24,16,22,28,30,36,312.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,1,4,2,0,2,5,1,2,1,2,1,21.0
LATROCÍNIO,0,0,0,0,0,1,0,0,0,0,0,0,1.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,1,0,0,0,0,0,0,1.0
TOTAL DE ESTUPRO (4),2,1,0,0,1,0,4,3,1,1,0,3,16.0
TOTAL DE ROUBO - OUTROS (1),169,127,138,135,168,160,152,161,189,179,160,166,1.904
ROUBO DE VEÍCULO,62,63,47,53,57,55,56,59,45,70,46,41,654.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,4,3,3,0,1,1,0,1,0,0,0,0,13.0
FURTO - OUTROS,162,153,154,152,150,171,145,176,217,189,167,172,2.008
FURTO DE VEÍCULO,82,78,72,74,74,80,106,90,115,100,120,91,1.082
