Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,0,0,2,0,0,0,0,0,1,1,2,7.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,0,2,0,0,0,0,0,1,1,2,7.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,1,1.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,1,1.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,2,1,1,0,0,0,2,1,1,1,10.0
HOMICÍDIO CULPOSO OUTROS,0,0,1,0,0,0,0,0,0,1,0,0,2.0
TENTATIVA DE HOMICÍDIO,1,1,0,0,0,0,0,2,0,0,0,1,5.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,43,44,48,38,32,41,38,40,30,44,34,47,479.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,10,16,11,12,10,9,11,19,18,10,19,154.0
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,2,0,1,1,1,1,4,3,0,0,14.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),4,5,0,3,2,2,2,7,2,5,1,3,36.0
ESTUPRO,2,1,0,1,1,1,0,2,1,1,1,0,11.0
ESTUPRO DE VULNERÁVEL,2,4,0,2,1,1,2,5,1,4,0,3,25.0
TOTAL DE ROUBO - OUTROS (1),66,75,117,95,78,70,89,99,78,71,80,60,978.0
ROUBO - OUTROS,64,75,116,94,77,70,88,99,76,71,80,59,969.0
ROUBO DE VEÍCULO,12,7,11,9,8,6,7,6,6,3,5,9,89.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,2,0,1,1,1,0,1,0,2,0,0,1,9.0
FURTO - OUTROS,218,181,192,249,202,204,247,270,238,230,198,211,2640.0
FURTO DE VEÍCULO,63,72,54,45,69,60,66,63,72,69,47,36,716.0
