Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),3,6,7,5,6,4,5,8,7,3,3,6,63.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),3,7,8,8,9,4,5,8,7,3,3,6,71.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,3,0,0,1,1,0,0,0,0,0,5.0
HOMICÍDIO CULPOSO OUTROS,1,0,0,0,0,0,0,0,0,0,0,0,1.0
TENTATIVA DE HOMICÍDIO,2,6,6,2,1,3,4,6,3,3,0,2,38.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,7,12,11,12,11,11,13,8,6,10,19,19,139.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,3,7,8,9,11,8,5,15,18,18,10,15,127.0
LESÃO CORPORAL CULPOSA - OUTRAS,3,0,0,0,0,2,0,2,1,3,1,0,12.0
LATROCÍNIO,0,2,0,0,1,0,1,2,0,0,1,0,7.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,2,0,0,1,0,1,2,0,0,1,0,7.0
TOTAL DE ESTUPRO (4),1,0,0,0,0,0,0,0,0,2,0,0,3.0
TOTAL DE ROUBO - OUTROS (1),125,146,129,164,109,89,134,121,105,149,140,169,1.58
ROUBO DE VEÍCULO,179,163,175,135,132,126,106,133,149,157,144,174,1.773
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,0,0,0,0,0,0,0,0,0,0,0,0,0.0
FURTO - OUTROS,84,50,60,53,44,57,60,49,53,73,55,84,722.0
FURTO DE VEÍCULO,27,49,43,31,41,40,33,35,30,44,46,41,460.0
