Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,1,2,0,1,0,0,0,1,3,1,2,12.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,1,2,0,1,0,0,0,1,5,1,2,14.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,1,0,0,1,0,0,0,0,0,2.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,2,1,0,0,1,0,1,0,3,1,0,0,9.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,22,20,24,26,29,16,26,22,28,24,24,20,281.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,12,15,10,15,14,11,13,18,14,13,14,6,155.0
LESÃO CORPORAL CULPOSA - OUTRAS,1,1,0,0,2,0,1,0,0,1,1,0,7.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),3,2,6,8,6,3,2,4,1,4,1,0,40.0
ESTUPRO,0,0,2,1,2,0,0,0,1,1,0,0,7.0
ESTUPRO DE VULNERÁVEL,3,2,4,7,4,3,2,4,0,3,1,0,33.0
TOTAL DE ROUBO - OUTROS (1),121,126,138,125,132,148,134,147,133,158,130,154,1646.0
ROUBO - OUTROS,115,122,131,122,132,148,132,145,131,154,126,144,1602.0
ROUBO DE VEÍCULO,23,27,21,30,41,39,43,34,31,36,35,37,397.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,6,4,7,3,0,0,2,2,2,4,4,10,44.0
FURTO - OUTROS,93,94,88,112,69,75,87,109,77,98,78,72,1052.0
FURTO DE VEÍCULO,60,55,55,76,76,74,75,62,46,72,56,40,747.0
