Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,0,0,1,0,1,2,0,3,1,1,0,10.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,0,1,0,1,2,0,3,1,1,0,10.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,2,3,0,2,1,1,0,1,1,0,12.0
HOMICÍDIO CULPOSO OUTROS,3,0,0,0,0,0,0,0,0,0,0,0,3.0
TENTATIVA DE HOMICÍDIO,3,3,2,2,4,2,0,0,1,1,1,2,21.0
LESÃO CORPORAL DOLOSA,22,38,26,35,38,34,21,30,27,26,32,22,351.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,17,35,25,19,29,20,25,27,26,28,14,22,287.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LATROCÍNIO,0,1,0,1,0,0,0,0,0,0,0,0,2.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,1,0,1,0,0,0,0,0,0,0,0,2.0
TOTAL DE ESTUPRO (4),1,1,0,0,1,0,1,0,0,0,0,1,5.0
TOTAL DE ROUBO - OUTROS (1),111,118,120,105,120,93,91,129,162,95,119,135,1398.0
ROUBO DE VEÍCULO,56,67,73,62,66,75,51,83,55,56,86,82,812.0
ROUBO A BANCO,1,0,1,0,0,1,0,2,0,0,1,0,6.0
ROUBO DE CARGA,15,8,13,5,12,7,6,7,11,7,11,32,134.0
FURTO - OUTROS,87,74,95,135,106,109,112,142,111,122,88,78,1259.0
FURTO DE VEÍCULO,38,53,57,64,40,50,62,59,62,62,47,46,640.0
