Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,1,0,0,1,0,0,0,0,1,3.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,1,0,0,1,0,0,0,0,1,3.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,1,1,2,2,0,2,8.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,0,0,0,1,1,1,0,0,0,0,1,4.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,20,34,29,21,18,14,20,24,13,22,20,26,261.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,11,26,35,31,34,23,26,26,34,33,18,27,324.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,3,0,3,1,0,1,1,0,0,9.0
LATROCÍNIO,0,0,0,0,0,0,1,0,0,1,0,0,2.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,1,0,0,1,0,0,2.0
TOTAL DE ESTUPRO (4),2,0,2,1,1,1,1,1,2,1,3,1,16.0
ESTUPRO,1,0,1,1,1,0,0,1,1,0,0,0,6.0
ESTUPRO DE VULNERÁVEL,1,0,1,0,0,1,1,0,1,1,3,1,10.0
TOTAL DE ROUBO - OUTROS (1),120,141,119,104,100,123,104,119,134,150,135,109,1458.0
ROUBO - OUTROS,119,140,115,104,100,121,104,118,132,146,131,108,1438.0
ROUBO DE VEÍCULO,5,12,11,7,2,9,15,4,16,5,6,11,103.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,1,1,4,0,0,2,0,1,2,4,4,1,20.0
FURTO - OUTROS,221,267,220,302,313,211,239,477,378,296,527,254,3705.0
FURTO DE VEÍCULO,26,22,39,32,27,34,46,41,49,39,28,35,418.0
