Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),3,0,1,0,1,0,0,0,4,1,1,1,12.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),4,0,1,0,1,0,0,0,4,1,1,2,14.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,2,0,2.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,3,0,1,0,1,1,1,1,4,1,0,0,13.0
LESÃO CORPORAL DOLOSA,28,29,37,24,33,26,35,21,43,28,34,32,370.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,13,18,17,16,9,17,15,20,15,13,8,170.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,1,0,0,0,0,1,1,3.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),2,3,4,3,2,3,4,1,4,8,3,1,38.0
ESTUPRO,...,...,...,...,...,...,...,...,...,...,...,...,3.0
TOTAL DE ROUBO - OUTROS (1),151,178,200,209,220,163,208,186,157,191,173,173,2.209
ROUBO - OUTROS,...,...,...,...,...,...,...,...,...,...,...,...,169.0
ROUBO DE VEÍCULO,59,55,72,54,52,62,63,44,32,55,45,84,677.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,4,4,6,1,3,2,1,1,3,8,4,2,39.0
FURTO - OUTROS,122,71,143,93,129,136,116,107,107,135,109,125,1.393
FURTO DE VEÍCULO,48,65,55,67,59,40,40,47,48,52,50,32,603.0
