Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),8,5,14,6,6,5,5,3,4,3,4,4,67.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),8,5,14,6,8,5,6,3,4,3,4,5,71.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,1,0,1,3,5.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,4,1,2,1,4,0,2,2,0,5,3,24.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,8,15,20,24,19,14,22,18,21,21,26,24,232.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,10,6,15,11,16,6,8,6,10,6,11,5,110.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,2,1,0,0,1,0,0,0,0,0,0,4.0
LATROCÍNIO,1,0,1,1,0,0,0,1,0,0,0,1,5.0
Nº DE VÍTIMAS EM LATROCÍNIO,1,0,1,1,0,0,0,1,0,0,0,1,5.0
TOTAL DE ESTUPRO (4),2,1,0,3,1,0,1,0,0,0,0,0,8.0
TOTAL DE ROUBO - OUTROS (1),124,118,135,109,118,78,109,132,120,117,121,115,1.396
ROUBO DE VEÍCULO,100,116,122,82,86,60,98,65,78,87,105,78,1.077
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,0,0,3,1,7,1,2,3,1,3,1,0,22.0
FURTO - OUTROS,92,65,91,76,79,84,68,139,94,92,102,131,1.113
FURTO DE VEÍCULO,65,62,62,47,54,43,47,51,43,59,63,53,649.0
