Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),84.0,78.0,96.0,103.0,103.0,122.0,92.0,106.0,134.0,150.0,144.0,156.0,1368.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),92.0,83.0,99.0,106.0,108.0,134.0,102.0,114.0,143.0,176.0,170.0,170.0,1497.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,1.0,3.0,4.0,3.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,22.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,2.0,4.0,5.0,3.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,25.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,62.0,56.0,49.0,39.0,54.0,50.0,59.0,49.0,75.0,43.0,42.0,50.0,628.0
HOMICÍDIO CULPOSO OUTROS,33.0,3.0,4.0,9.0,3.0,4.0,4.0,6.0,4.0,9.0,5.0,5.0,89.0
TENTATIVA DE HOMICÍDIO,116.0,115.0,123.0,120.0,123.0,144.0,107.0,134.0,104.0,160.0,170.0,193.0,1609.0
LESÃO CORPORAL DOLOSA,3564.0,3864.0,4283.0,3673.0,3551.0,3213.0,3357.0,3778.0,3458.0,3882.0,3360.0,3808.0,43791.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,1947.0,2025.0,2362.0,2223.0,2467.0,2130.0,2158.0,2609.0,2432.0,2464.0,2117.0,2239.0,27173.0
LESÃO CORPORAL CULPOSA - OUTRAS,169.0,142.0,144.0,112.0,165.0,143.0,79.0,106.0,93.0,118.0,100.0,97.0,1468.0
LATROCÍNIO,7.0,7.0,8.0,9.0,16.0,9.0,12.0,4.0,12.0,6.0,7.0,4.0,101.0
Nº DE VÍTIMAS EM LATROCÍNIO,7.0,8.0,8.0,9.0,16.0,9.0,12.0,4.0,12.0,6.0,8.0,4.0,103.0
TOTAL DE ESTUPRO (4),218.0,213.0,257.0,233.0,260.0,292.0,248.0,297.0,300.0,329.0,295.0,255.0,3197.0
TOTAL DE ROUBO - OUTROS (1),8582.0,8836.0,10152.0,9600.0,11113.0,9934.0,9616.0,9813.0,9115.0,9237.0,8426.0,8620.0,113044.0
ROUBO DE VEÍCULO,3430.0,3604.0,4275.0,4025.0,4254.0,3440.0,3380.0,3667.0,3292.0,3496.0,3277.0,3880.0,44020.0
ROUBO A BANCO,7.0,10.0,14.0,5.0,10.0,7.0,13.0,7.0,13.0,12.0,8.0,9.0,115.0
ROUBO DE CARGA,340.0,365.0,437.0,392.0,456.0,400.0,380.0,356.0,263.0,329.0,327.0,308.0,4353.0
FURTO - OUTROS,14638.0,14434.0,17243.0,17287.0,18348.0,15562.0,15793.0,17386.0,16316.0,18060.0,17155.0,17206.0,199428.0
FURTO DE VEÍCULO,3322.0,3470.0,4378.0,3873.0,3930.0,3320.0,3541.0,4030.0,3365.0,3748.0,3330.0,2618.0,42925.0
