Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,1,0,0,0,0,0.0,0,1,0,2.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,1,0,0,0,0,0.0,0,1,0,2.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0
HOMICÍDIO CULPOSO OUTROS,0,1,0,0,0,0,0,0,0.0,0,0,0,1.0
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,0,0,0,2.0,0,0,0,2.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,15,19,9,13,12,16,19,18,22.0,16,27,22,208.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,7,7,12,9,12,7,15,7,14.0,6,6,6,108.0
LESÃO CORPORAL CULPOSA - OUTRAS,2,0,3,1,0,0,0,1,0.0,0,0,1,8.0
LATROCÍNIO,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0
TOTAL DE ESTUPRO (4),0,0,0,0,0,0,0,1,1.0,0,0,1,3.0
ESTUPRO,0,0,0,0,0,0,0,1,1.0,0,0,0,2.0
ESTUPRO DE VULNERÁVEL,0,0,0,0,0,0,0,0,0.0,0,0,1,1.0
TOTAL DE ROUBO - OUTROS (1),125,133,83,79,143,129,136,154,196.0,181,180,201,1.74
ROUBO - OUTROS,125,133,83,79,143,129,136,154,196.0,181,180,201,1.74
ROUBO DE VEÍCULO,2,1,1,3,2,0,3,1,1.0,3,2,0,19.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0
ROUBO DE CARGA,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0
FURTO - OUTROS,340,371,302,344,524,609,545,592,1.276,667,627,603,6.8
FURTO DE VEÍCULO,24,26,26,17,15,41,30,39,42.0,36,17,21,334.0
