Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,0,1,2,0,0,0,0,3.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,0,1,2,0,0,0,0,3.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,0,2,0,1,1,0,0,0,1,1,7.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,0,1,1,1,0,0,1,0,0,0,1,5.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,16,15,25,16,27,11,7,19,16,29,27,23,231.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,29,24,28,28,29,27,23,35,33,27,34,36,353.0
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,0,2,2,0,2,1,4,1,0,1,14.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ROUBO - OUTROS (1),122,122,150,159,149,118,118,135,124,128,146,143,1.614
ROUBO DE VEÍCULO,13,14,15,11,10,17,8,6,7,7,12,6,126.0
ROUBO A BANCO,0,0,0,0,1,0,0,0,0,0,0,0,1.0
ROUBO DE CARGA,0,0,0,0,0,0,0,0,0,0,0,0,0.0
FURTO - OUTROS,162,140,157,203,141,127,168,171,171,215,186,139,1.98
FURTO DE VEÍCULO,51,46,28,22,34,21,43,27,24,31,23,30,380.0
