Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,1,0,10,11
TENTATIVA DE HOMICÍDIO,1,0,0,0,0,0,0,0,1,0,1,1,4
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,13,14,11,15,17,21,16,20,6,23,13,10,179
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,1,4,5,1,0,0,0,0,7,2,1,0,21
LESÃO CORPORAL CULPOSA - OUTRAS,2,0,2,1,6,1,1,9,3,2,0,86,113
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),0,0,1,2,0,0,0,0,0,0,0,0,3
TOTAL DE ROUBO - OUTROS (1),66,5,5,12,6,6,5,0,8,216,6,8,343
ROUBO DE VEÍCULO,1,0,0,2,1,0,1,1,0,0,1,0,7
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,0,0,0,0,0,0,1,0,0,0,0,0,1
FURTO - OUTROS,16,22,7,13,7,19,21,15,52,24,16,34,246
FURTO DE VEÍCULO,0,0,2,0,4,1,0,3,2,0,1,2,15
