Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,2,0,1,1,1,1,0,1,0,7.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,2,0,1,1,1,1,0,1,0,7.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,1,0,1.0
HOMICÍDIO CULPOSO OUTROS,1,1,0,1,0,0,0,0,0,0,0,0,3.0
TENTATIVA DE HOMICÍDIO,1,0,0,0,2,2,0,2,0,0,0,0,7.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,16,19,17,17,9,6,4,7,1,4,8,3,111.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,4,13,13,13,11,22,10,13,5,5,9,6,124.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,1,1,3,0,0,0,0,0,4,5,4,18.0
LATROCÍNIO,1,0,0,0,0,0,0,0,0,0,1,0,2.0
Nº DE VÍTIMAS EM LATROCÍNIO,1,0,0,0,0,0,0,0,0,0,1,0,2.0
TOTAL DE ESTUPRO (4),1,0,1,0,0,0,0,0,1,1,0,0,4.0
TOTAL DE ROUBO - OUTROS (1),70,61,93,92,83,70,54,65,51,49,66,49,803.0
ROUBO DE VEÍCULO,16,18,28,31,53,36,19,20,14,15,21,22,293.0
ROUBO A BANCO,0,0,0,0,0,0,0,1,0,0,0,0,1.0
ROUBO DE CARGA,7,0,3,3,2,2,5,2,4,3,2,4,37.0
FURTO - OUTROS,100,114,118,88,98,98,94,83,89,112,87,92,1173.0
FURTO DE VEÍCULO,14,27,25,48,33,42,33,26,28,19,28,27,350.0
