Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,2,1,1,0,1,1,0,2,0,0,1,9.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,2,1,1,0,1,1,0,2,0,0,1,9.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,1,0,0,0,0,0,0,0,2,0,3.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,1,0,1,2,1,0,1,1,2,0,1,10.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,20,27,27,26,25,23,18,31,29,35,24,33,318.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,15,12,12,13,12,6,17,8,5,12,8,15,135.0
LESÃO CORPORAL CULPOSA - OUTRAS,2,2,1,0,0,0,1,0,1,0,1,1,9.0
LATROCÍNIO,0,0,1,0,0,0,1,0,0,0,0,0,2.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,1,0,0,0,1,0,0,0,0,0,2.0
TOTAL DE ESTUPRO (4),0,0,1,3,0,1,2,2,2,1,2,2,16.0
ESTUPRO DE VULNERÁVEL,0,0,0,0,0,0,0,0,2,0,2,2,6.0
TOTAL DE ROUBO - OUTROS (1),118,99,111,97,80,91,92,81,86,111,106,109,1181.0
ROUBO DE VEÍCULO,48,28,42,46,29,26,45,34,38,58,37,53,484.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,15,6,4,4,0,4,3,4,2,2,6,4,54.0
FURTO - OUTROS,86,105,101,107,98,91,80,83,87,90,94,107,1129.0
FURTO DE VEÍCULO,37,46,59,46,42,42,36,36,48,53,44,40,529.0
