Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,0,2,0,1,2,1,3,0,3,1,2,16.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,2,0,1,1,1,3,0,5,1,2,17.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,2,0,1,0,1,0,3,7.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,1,0,0,0,0,0,0,1.0
TENTATIVA DE HOMICÍDIO,1,0,0,0,2,3,2,2,1,2,3,1,17.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,26,45,28,32,23,31,34,36,38,39,29,50,411.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,23,15,16,16,20,21,24,16,19,7,19,6,202.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,3,3,0,1,0,0,0,1,8.0
LATROCÍNIO,0,0,1,0,0,0,0,0,1,0,0,0,2.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,1,0,0,1,0,0,1,0,0,0,3.0
TOTAL DE ESTUPRO (4),1,0,0,0,1,0,1,0,1,0,2,2,8.0
TOTAL DE ROUBO - OUTROS (1),38,32,55,42,45,57,70,70,36,47,30,33,555.0
ROUBO DE VEÍCULO,11,16,40,32,25,15,17,20,20,16,13,16,241.0
ROUBO A BANCO,0,0,0,0,0,0,1,0,0,0,0,0,1.0
ROUBO DE CARGA,2,2,0,1,1,0,2,2,1,0,0,1,12.0
FURTO - OUTROS,76,94,87,76,88,82,88,106,105,95,59,69,1.025
FURTO DE VEÍCULO,51,43,44,33,38,53,41,47,45,42,34,24,495.0
