Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,0,0,1,1,0,0,0,2.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,0,0,1,1,0,0,0,2.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,1,0,0,0,0,1.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,1,0,0,0,0,1.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,1,0,1,0,0,1,1,0,0,4.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,0,1,0,0,0,0,0,1.0
LESÃO CORPORAL DOLOSA,14,24,17,16,36,26,18,22,15,18,14,6,226.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,18,23,19,30,27,39,34,36,23,36,32,15,332.0
LESÃO CORPORAL CULPOSA - OUTRAS,1,13,0,0,1,1,1,0,0,1,0,0,18.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),1,0,0,0,0,2,0,0,1,1,0,3,8.0
TOTAL DE ROUBO - OUTROS (1),130,136,127,159,142,123,168,160,145,129,108,90,1617.0
ROUBO DE VEÍCULO,16,11,10,4,14,15,13,6,9,11,7,4,120.0
ROUBO A BANCO,0,0,0,1,0,0,0,0,0,0,0,0,1.0
ROUBO DE CARGA,1,0,3,2,1,1,2,3,0,1,2,1,17.0
FURTO - OUTROS,259,262,262,323,350,303,295,300,254,287,253,233,3381.0
FURTO DE VEÍCULO,46,21,29,32,29,23,34,32,29,24,26,13,338.0
