Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,1,1,2,2,4,1,0,1,4,1,0,18.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,1,1,2,2,5,1,0,1,4,1,0,19.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,1,1,0,1,0,1,1,1,0,1,2,10.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,1,0,0,0,0,0,0,0,1.0
TENTATIVA DE HOMICÍDIO,1,0,2,4,0,1,1,3,1,1,2,0,16.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,19,21,33,35,30,20,24,40,37,32,38,47,376.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,8,17,13,12,17,13,16,15,15,12,18,22,178.0
LESÃO CORPORAL CULPOSA - OUTRAS,2,0,0,0,0,0,0,0,1,0,3,2,8.0
LATROCÍNIO,0,0,0,1,0,0,0,1,0,0,0,0,2.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,1,0,0,0,1,0,0,0,0,2.0
TOTAL DE ESTUPRO (4),0,0,0,1,3,0,0,1,0,3,0,0,8.0
TOTAL DE ROUBO - OUTROS (1),114,91,129,164,116,114,111,102,112,125,94,91,1363.0
ROUBO DE VEÍCULO,81,75,64,67,41,59,38,65,73,77,63,52,755.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,1,5,0,1,1,4,1,3,1,4,2,2,25.0
FURTO - OUTROS,65,55,53,72,67,57,89,70,67,82,70,58,805.0
FURTO DE VEÍCULO,23,26,25,35,40,26,19,33,19,26,32,30,334.0
