Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,2,2,2,0,1,0,0,0,0,1,3,11.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,2,2,2,0,1,0,0,0,0,1,3,11.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,0,1,3,0,0,0,0,0,0,0,5.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,3,0,2,2,2,1,2,2,1,2,1,1,19.0
LESÃO CORPORAL DOLOSA,51,58,64,64,48,55,46,56,46,61,26,48,623.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,23,22,26,18,30,24,28,30,36,21,25,25,308.0
LESÃO CORPORAL CULPOSA - OUTRAS,2,1,0,0,1,0,1,4,0,1,0,1,11.0
LATROCÍNIO,0,0,1,0,0,0,0,1,0,0,0,0,2.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,1,0,0,0,0,1,0,0,0,0,2.0
TOTAL DE ESTUPRO (4),3,4,3,3,10,3,1,6,2,5,2,1,43.0
TOTAL DE ROUBO - OUTROS (1),124,101,109,99,113,103,93,103,110,102,95,93,1245.0
ROUBO DE VEÍCULO,36,34,23,26,33,15,31,27,32,26,37,26,346.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,0,1,2,0,2,2,1,0,1,2,2,4,17.0
FURTO - OUTROS,97,130,170,136,121,143,110,188,147,153,140,102,1637.0
FURTO DE VEÍCULO,26,52,58,38,44,57,48,40,27,37,53,18,498.0
