Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,1,0,3,0,1,2,3,0,0,2,12.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,1,0,3,0,1,2,3,0,0,3,13.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,2,0,1,1,0,0,1,0,0,0,0,0,5.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,1,3,0,1,1,3,0,1,3,2,4,3,22.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,38,30,47,31,33,29,36,34,54,57,71,58,518.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,32,19,20,36,30,21,22,17,23,22,20,30,292.0
LESÃO CORPORAL CULPOSA - OUTRAS,2,1,2,0,0,1,0,0,0,1,2,0,9.0
LATROCÍNIO,0,0,0,0,0,0,1,0,0,0,0,0,1.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,1,0,0,0,0,0,1.0
TOTAL DE ESTUPRO (4),0,0,1,1,1,1,0,0,1,1,3,2,11.0
TOTAL DE ROUBO - OUTROS (1),91,120,111,85,108,117,86,98,95,83,93,91,1178.0
ROUBO DE VEÍCULO,40,35,61,46,33,28,33,29,22,49,40,25,441.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,0,1,3,0,0,1,1,3,0,1,3,4,17.0
FURTO - OUTROS,110,114,131,112,109,103,95,115,117,107,103,106,1322.0
FURTO DE VEÍCULO,46,53,53,69,49,73,68,59,54,67,57,46,694.0
