Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,1,0,1,1,1,0,0,0,0,4.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,1,0,1,1,1,0,0,0,0,4.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,2,1,0,0,0,1,0,1,0,5.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,2,0,3,1,1,1,0,0,0,0,0,3,11.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,1,0,0,0,0,0,0,0,0,0,1.0
LESÃO CORPORAL DOLOSA,20,24,31,29,23,23,22,22,34,26,21,35,310.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,11,9,12,7,7,7,6,8,11,13,6,8,105.0
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,1,0,0,1,0,0,0,1,2,2,8.0
LATROCÍNIO,0,0,0,0,0,0,1,1,0,0,0,0,2.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,1,1,0,0,0,0,2.0
TOTAL DE ESTUPRO (4),1,4,5,3,1,2,0,6,4,3,2,2,33.0
ESTUPRO,0,1,0,1,0,1,0,5,1,1,0,1,11.0
ESTUPRO DE VULNERÁVEL,1,3,5,2,1,1,0,1,3,2,2,1,22.0
TOTAL DE ROUBO - OUTROS (1),56,64,64,47,38,56,46,45,43,55,43,70,627.0
ROUBO - OUTROS,54,64,64,47,37,55,46,44,43,55,43,68,620.0
ROUBO DE VEÍCULO,11,5,3,8,10,5,6,9,12,9,16,15,109.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,2,0,0,0,1,1,0,1,0,0,0,2,7.0
FURTO - OUTROS,126,92,99,104,85,108,95,91,82,108,102,92,1.184
FURTO DE VEÍCULO,24,15,27,11,17,13,14,15,19,29,24,23,231.0
