Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,1,0,1,0,0,0,1,0,3.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,1,0,1,0,0,0,1,0,3.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,3,0,0,0,0,0,0,3,0,1,0,0,7.0
HOMICÍDIO CULPOSO OUTROS,0,0,1,0,1,0,0,0,0,0,0,0,2.0
TENTATIVA DE HOMICÍDIO,0,0,0,1,0,3,0,1,0,1,0,0,6.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,29,12,40,27,18,26,19,32,27,34,27,24,315.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,12,12,10,12,6,7,5,14,8,13,13,9,121.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,1,0,0,0,1,0,0,0,1,0,2,5.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),1,3,0,1,1,1,2,1,5,0,0,3,18.0
ESTUPRO,1,2,0,0,0,0,2,1,0,0,0,1,7.0
ESTUPRO DE VULNERÁVEL,0,1,0,1,1,1,0,0,5,0,0,2,11.0
TOTAL DE ROUBO - OUTROS (1),96,63,82,71,75,67,84,81,59,71,80,87,916.0
ROUBO - OUTROS,95,62,82,71,70,66,82,80,59,71,79,85,902.0
ROUBO DE VEÍCULO,27,19,17,13,12,17,14,12,19,13,14,22,199.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,1,1,0,0,5,1,2,1,0,0,1,2,14.0
FURTO - OUTROS,84,91,123,115,137,114,110,154,139,140,99,122,1.428
FURTO DE VEÍCULO,17,6,17,14,13,11,11,13,15,11,14,15,157.0
