Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),2,1,1,5,2,1,0,6,2,2,4,3,29
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),3,2,1,5,2,1,0,6,2,2,4,3,31
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,2,2,2,1,1,0,1,0,3,2,0,1,15
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,1,0,0,1
TENTATIVA DE HOMICÍDIO,2,1,2,1,2,3,0,3,1,0,2,1,18
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,70,56,73,45,39,57,40,34,41,46,37,38,576
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,20,23,29,17,16,19,14,15,28,18,21,19,239
LESÃO CORPORAL CULPOSA - OUTRAS,2,0,1,1,0,2,1,0,1,1,3,0,12
LATROCÍNIO,0,0,0,0,1,0,0,0,0,0,0,0,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,1,0,0,0,0,0,0,0,1
TOTAL DE ESTUPRO (4),0,1,0,3,0,1,0,3,1,0,2,1,12
TOTAL DE ROUBO - OUTROS (1),41,28,35,42,43,53,53,35,61,49,56,36,532
ROUBO DE VEÍCULO,7,10,5,6,8,6,9,8,11,4,8,11,93
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,3,4,3,1,4,4,2,2,16,14,15,8,76
FURTO - OUTROS,62,44,58,66,80,62,60,73,38,41,45,48,677
FURTO DE VEÍCULO,6,5,8,4,7,10,6,4,7,6,12,9,84
