Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),9,6,9,11,8,3,4,6,9,7,7,7,86
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),9,6,9,13,8,3,7,6,10,7,7,7,92
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,1,0,0,0,0,1,3,0,1,6
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,8,4,5,4,1,4,4,4,4,4,3,2,47
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,30,38,35,31,29,31,38,45,39,30,40,43,429
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,12,13,15,19,10,16,16,18,17,10,17,172
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,1,0,0,0,1,1,1,0,0,0,5
LATROCÍNIO,0,0,0,0,2,0,0,0,0,0,0,0,2
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,2,0,0,0,0,0,0,0,2
TOTAL DE ESTUPRO (4),1,2,1,0,0,1,3,2,3,1,0,0,14
TOTAL DE ROUBO - OUTROS (1),103,106,114,80,108,96,80,64,74,59,35,52,971
ROUBO DE VEÍCULO,17,11,17,9,11,10,5,12,7,7,2,10,118
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,0,1,0,0,0,0,0,0,0,0,0,0,1
FURTO - OUTROS,74,55,69,71,64,69,76,67,55,78,50,71,799
FURTO DE VEÍCULO,6,7,15,11,6,6,10,12,3,3,10,4,93
