Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,1,1,2,0,1,0,1,1,2,0,0,9.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,1,2,0,1,0,1,1,2,0,0,9.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,2,0,0,1,5,1,2,1,1,0,1,0,14.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,1,1,0,0,0,0,0,0,2,0,0,0,4.0
LESÃO CORPORAL DOLOSA,24,25,26,21,16,25,20,21,12,18,30,18,256.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,31,32,37,37,40,33,33,33,40,24,21,33,394.0
LESÃO CORPORAL CULPOSA - OUTRAS,2,1,1,2,0,0,2,2,1,3,1,1,16.0
LATROCÍNIO,1,0,0,0,0,0,0,0,0,0,0,0,1.0
Nº DE VÍTIMAS EM LATROCÍNIO,1,0,0,0,0,0,0,0,0,0,0,0,1.0
TOTAL DE ESTUPRO (4),0,0,0,0,0,2,0,0,1,1,0,1,5.0
TOTAL DE ROUBO - OUTROS (1),151,187,192,140,129,127,141,114,117,161,129,134,1.722
ROUBO DE VEÍCULO,83,49,69,53,45,49,39,52,44,39,27,31,580.0
ROUBO A BANCO,0,2,0,0,0,0,0,0,0,0,0,0,2.0
ROUBO DE CARGA,2,5,2,8,4,4,2,5,2,4,3,1,42.0
FURTO - OUTROS,227,275,185,133,265,253,292,303,333,275,253,305,3.099
FURTO DE VEÍCULO,42,41,42,19,60,34,56,41,40,55,64,16,510.0
