Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,2,1,0,0,1,0,0,0,4.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,2,1,0,0,1,0,0,0,4.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,2,1,0,2,0,1,0,1,0,0,0,7.0
HOMICÍDIO CULPOSO OUTROS,0,1,0,0,0,0,0,0,0,0,0,0,1.0
TENTATIVA DE HOMICÍDIO,3,0,1,2,0,0,0,0,0,1,2,1,10.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,22,20,26,23,17,33,22,21,19,23,29,26,281.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,28,18,22,25,31,38,20,24,16,20,17,20,279.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,1,2,3,5,0,3,1,0,1,4,0,20.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,1,1.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,1,1.0
TOTAL DE ESTUPRO (4),0,0,1,4,1,0,0,1,0,2,2,0,11.0
ESTUPRO DE VULNERÁVEL,0,0,0,0,0,0,0,0,0,2,0,0,2.0
TOTAL DE ROUBO - OUTROS (1),106,92,113,109,114,73,102,100,83,108,85,87,1.172
ROUBO DE VEÍCULO,58,38,49,48,46,35,37,40,34,37,38,36,496.0
ROUBO A BANCO,0,0,0,0,0,0,0,1,0,0,0,1,2.0
ROUBO DE CARGA,2,0,2,2,0,1,0,1,1,0,3,2,14.0
FURTO - OUTROS,165,175,231,218,180,227,181,172,169,189,189,203,2.299
FURTO DE VEÍCULO,31,39,21,19,31,25,42,43,43,38,19,23,374.0
