Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),4,4,1,7,5,0,4,6,8,5,3,5,52.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),4,5,1,7,6,0,4,6,8,5,3,5,54.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,1,1,1,2,1,1,1,3,3,0,1,16.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,1,1,0,0,2.0
TENTATIVA DE HOMICÍDIO,4,1,1,1,0,3,2,1,4,4,3,5,29.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,59,61,50,52,45,54,40,48,66,56,60,56,647.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,30,29,46,36,54,38,34,53,42,47,46,50,505.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,1,0,0,0,0,1,0,1,0,0,3.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,2,0,0,0,0,0,0,0,2.0
TOTAL DE ESTUPRO (4),1,1,0,2,0,3,0,3,2,0,4,3,19.0
TOTAL DE ROUBO - OUTROS (1),183,179,172,195,268,308,291,320,230,231,235,241,2853.0
ROUBO DE VEÍCULO,79,72,82,73,51,62,67,46,44,69,42,47,734.0
ROUBO A BANCO,0,1,0,0,0,0,0,1,0,0,0,0,2.0
ROUBO DE CARGA,3,7,2,0,7,13,12,15,7,1,4,13,84.0
FURTO - OUTROS,118,116,135,123,147,125,127,149,127,119,136,132,1554.0
FURTO DE VEÍCULO,68,64,57,49,66,55,54,45,46,51,31,49,635.0
