Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),7,3,6,2,3,2,4,2,3,12,4,3,51.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),7,3,6,2,3,2,4,3,3,12,4,3,52.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,2,3,3,3,3,1,3,0,3,0,2,24.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,1,0,0,0,0,1.0
TENTATIVA DE HOMICÍDIO,1,6,0,0,6,3,4,1,0,5,2,5,33.0
LESÃO CORPORAL DOLOSA,62,61,55,60,49,60,41,55,61,57,58,57,676.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,41,38,52,58,59,51,34,39,57,58,38,49,574.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,1,1,0,1,0,0,0,0,0,0,0,3.0
LATROCÍNIO,0,0,0,0,0,1,1,0,0,1,0,0,3.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,1,1,0,0,1,0,0,3.0
TOTAL DE ESTUPRO (4),8,6,4,2,5,8,4,10,1,2,5,4,59.0
TOTAL DE ROUBO - OUTROS (1),398,335,400,436,505,389,445,273,350,418,337,353,4639.0
ROUBO DE VEÍCULO,105,87,101,105,95,71,87,48,88,83,87,88,1045.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,1,0,1.0
ROUBO DE CARGA,16,9,3,4,12,4,8,4,3,13,9,12,97.0
FURTO - OUTROS,213,178,204,236,208,184,197,159,181,190,149,167,2266.0
FURTO DE VEÍCULO,63,51,75,61,53,48,28,40,53,47,32,43,594.0
