Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,3,2,6,1,6,8,5,5,6,9,51.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,3,2,6,1,6,9,6,7,6,12,58.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,4,2,1,1,2,0,1,1,2,0,0,1,15.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,1,0,6,4,5,1,2,3,5,5,2,9,43.0
LESÃO CORPORAL DOLOSA,56,58,61,42,37,48,44,53,42,52,58,61,612.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,32,34,46,31,49,40,39,53,61,46,38,33,502.0
LESÃO CORPORAL CULPOSA - OUTRAS,1,4,0,1,2,2,0,1,1,1,1,0,14.0
LATROCÍNIO,0,0,0,0,0,0,0,0,1,0,1,0,2.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,1,0,1,0,2.0
TOTAL DE ESTUPRO (4),4,4,5,4,6,4,4,2,2,6,4,2,47.0
TOTAL DE ROUBO - OUTROS (1),214,252,249,233,241,238,198,256,240,192,193,197,2703.0
ROUBO DE VEÍCULO,78,76,65,99,83,83,82,51,78,69,65,62,891.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,5,26,18,13,25,30,18,24,20,17,9,7,212.0
FURTO - OUTROS,224,176,151,169,200,191,176,150,164,293,204,188,2286.0
FURTO DE VEÍCULO,42,46,51,46,70,56,50,48,40,38,34,32,553.0
