Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),3,2,1,0,1,2,2,0,3,1,0,2,17.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),3,2,1,0,1,2,2,0,3,1,0,3,18.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,1,1.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,2,2.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,2,0,0,0,3,1,5,0,0,2,2,16.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,1,5,3,3,1,2,4,2,0,1,0,1,23.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,1,0,0,0,0,0,0,0,0,0,0,1.0
LESÃO CORPORAL DOLOSA,72,71,55,52,68,67,69,68,97,63,70,78,830.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,22,23,30,22,24,23,26,29,27,34,27,32,319.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,2,4,4,0,0,0,3,1,2,0,1,17.0
LATROCÍNIO,0,0,1,0,0,0,0,0,0,0,2,0,3.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,1,0,0,0,0,0,0,0,2,0,3.0
TOTAL DE ESTUPRO (4),7,5,8,13,5,5,1,2,2,2,7,4,61.0
ESTUPRO,0,2,3,5,1,3,0,0,2,0,3,1,20.0
ESTUPRO DE VULNERÁVEL,7,3,5,8,4,2,1,2,0,2,4,3,41.0
TOTAL DE ROUBO - OUTROS (1),315,267,310,277,295,259,313,413,351,265,226,245,3536.0
ROUBO - OUTROS,309,267,309,276,294,259,310,410,347,259,226,240,3506.0
ROUBO DE VEÍCULO,35,36,36,40,36,27,28,38,39,28,29,23,395.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,6,0,1,1,1,0,3,3,4,6,0,5,30.0
FURTO - OUTROS,368,294,319,307,344,276,388,366,334,329,353,338,4016.0
FURTO DE VEÍCULO,47,45,48,50,66,44,43,48,55,63,53,37,599.0
