Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,2,1,0,0,0,0,0,1,0,0,2,6.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,2,1,0,0,0,0,0,1,0,0,2,6.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,1,0,2,0,0,2,1,0,6.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,2,1,1,1,0,2,1,3,4,2,0,17.0
LESÃO CORPORAL DOLOSA,16,17,15,16,19,22,11,21,18,26,19,22,222.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,17,23,15,18,6,24,12,11,26,23,23,24,222.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,3,0,0,3,0,0,1,0,2,0,9.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),0,2,0,0,1,1,1,1,0,1,1,0,8.0
TOTAL DE ROUBO - OUTROS (1),53,51,53,66,65,52,89,75,58,69,51,65,747.0
ROUBO DE VEÍCULO,24,9,12,10,13,28,24,19,21,21,27,12,220.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,8,8,6,14,5,8,8,6,4,5,5,8,85.0
FURTO - OUTROS,171,148,141,145,146,150,145,120,144,131,129,117,1.687
FURTO DE VEÍCULO,52,43,50,67,48,70,66,70,55,46,47,27,641.0
