Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),4,1,1,1,1,1,1,0,0,1,1,1,13.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),2,2,1,1,1,0,0,3,0,1,1,1,13.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,0,0,0,1,3,0,1,4,1,0,11.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,1,0,0,0,0,0,0,1.0
TENTATIVA DE HOMICÍDIO,1,2,0,0,0,2,2,4,1,0,0,0,12.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,20,14,12,18,16,17,21,14,18,19,23,11,203.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,33,27,39,42,37,25,33,27,26,37,38,33,397.0
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,0,1,2,0,1,2,2,0,3,3,15.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),1,0,0,0,1,0,0,0,0,0,0,0,2.0
TOTAL DE ROUBO - OUTROS (1),48,64,61,48,49,63,58,44,42,45,27,52,601.0
ROUBO DE VEÍCULO,18,32,20,20,14,21,19,21,15,15,20,18,233.0
ROUBO A BANCO,0,1,0,0,0,1,0,0,0,0,0,0,2.0
ROUBO DE CARGA,4,6,9,7,6,8,1,8,3,3,3,3,61.0
FURTO - OUTROS,89,77,94,98,88,92,85,86,94,109,103,110,1.125
FURTO DE VEÍCULO,59,49,60,50,65,55,63,69,55,37,54,41,657.0
