Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,1,2,0,0,0,0,1,1,0,0,0,6.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),2,1,2,0,0,0,0,1,3,0,0,0,9.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,1,1,0,0,0,2.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,1,3,0,0,0,4.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,1,0,0,0,1,0,0,1,0,1,0,5.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,2,2,0,0,1,0,0,2,0,0,0,7.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,9,16,10,12,12,13,12,17,17,21,12,20,171.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,12,8,7,14,14,14,8,9,9,4,9,117.0
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,0,0,0,0,2,0,1,1,2,0,7.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),0,3,1,1,1,0,0,0,0,0,1,0,7.0
ESTUPRO,0,0,0,1,1,0,0,0,0,0,1,0,3.0
ESTUPRO DE VULNERÁVEL,0,3,1,0,0,0,0,0,0,0,0,0,4.0
TOTAL DE ROUBO - OUTROS (1),65,76,80,62,79,67,49,73,67,80,50,68,816.0
ROUBO - OUTROS,57,69,68,58,65,60,46,69,60,67,43,57,719.0
ROUBO DE VEÍCULO,17,19,22,27,25,19,20,20,15,18,14,26,242.0
ROUBO A BANCO,0,0,0,0,1,0,0,0,0,1,0,1,3.0
ROUBO DE CARGA,8,7,12,4,13,7,3,4,7,12,7,10,94.0
FURTO - OUTROS,121,109,143,154,131,117,124,124,117,122,126,107,1495.0
FURTO DE VEÍCULO,41,40,58,46,64,46,58,74,66,79,74,58,704.0
