Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,3,0,0,0,1,1,1,2,1,2,1,13.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,3,0,0,0,1,1,1,2,1,2,1,13.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,0,1,0,0,1,0,0,0,0,0,3.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,1,0,1,1,2,0,1,1,1,0,3,0,11.0
LESÃO CORPORAL DOLOSA,41,43,34,49,61,40,47,48,48,63,64,53,591.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,24,27,19,25,34,32,38,31,33,37,28,23,351.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,3,0,1,0,1,0,1,1,3,2,2,14.0
LATROCÍNIO,0,0,0,0,1,1,0,0,0,0,0,0,2.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,1,1,0,0,0,0,0,0,2.0
TOTAL DE ESTUPRO (4),4,5,0,3,2,2,5,1,2,0,1,2,27.0
TOTAL DE ROUBO - OUTROS (1),74,100,86,100,132,106,87,108,105,54,97,75,1.124
ROUBO DE VEÍCULO,34,23,23,52,27,32,35,39,34,26,41,32,398.0
ROUBO A BANCO,2,0,0,0,0,0,0,0,0,0,0,0,2.0
ROUBO DE CARGA,4,0,1,0,0,0,0,0,1,2,1,1,10.0
FURTO - OUTROS,111,117,139,142,132,129,129,133,120,141,132,132,1.557
FURTO DE VEÍCULO,37,43,49,55,43,25,53,50,61,49,50,28,543.0
