Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,1,1,2,0,0,2,3,0,0,9.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,1,1,2,0,0,2,3,0,0,9.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,1,0,0,0,0,0,0,1.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,1,0,0,0,0,0,0,1.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,0,0,0,0,0,0,0,0,0,1,2.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,1,0,1,4,1,2,0,2,2,0,1,14.0
LESÃO CORPORAL DOLOSA,13,5,16,16,12,14,11,19,17,17,20,14,174.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,17,11,10,6,15,10,22,14,15,21,16,9,166.0
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,1,4,4,0,0,0,1,0,0,0,11.0
LATROCÍNIO,0,1,0,1,0,0,0,0,0,0,1,0,3.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,1,0,1,0,0,0,0,0,0,1,0,3.0
TOTAL DE ESTUPRO (4),1,2,2,0,4,1,2,2,1,2,1,0,18.0
TOTAL DE ROUBO - OUTROS (1),94,101,62,66,87,68,97,77,84,91,102,93,1022.0
ROUBO DE VEÍCULO,24,23,41,40,38,42,56,26,51,33,33,74,481.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,2,3,1,1,1,4,1,0,2,4,2,3,24.0
FURTO - OUTROS,116,114,142,121,123,88,112,90,132,106,98,88,1330.0
FURTO DE VEÍCULO,31,20,19,34,29,32,21,38,31,20,18,15,308.0
