Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,2,1,1,2,1,0,1,3,2,1,0.0,14.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,2,1,1,2,1,0,1,3,2,1,0.0,14.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,0,2,0,1,0,1,0,0,2,0.0,7.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
TENTATIVA DE HOMICÍDIO,0,1,0,0,0,2,0,0,2,1,1,1.0,8.0
LESÃO CORPORAL DOLOSA,42,24,40,36,33,54,43,19,31,25,36,24.0,407.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,31,29,31,37,37,23,23,33,29,30,33,31.0,367.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
LATROCÍNIO,1,0,0,0,0,0,0,0,1,1,0,0.0,3.0
Nº DE VÍTIMAS EM LATROCÍNIO,1,0,0,0,0,0,0,0,1,1,0,0.0,3.0
TOTAL DE ESTUPRO (4),0,1,0,0,1,1,1,1,1,3,0,1.0,10.0
TOTAL DE ROUBO - OUTROS (1),194,172,193,171,158,161,175,151,133,142,143,183.0,1.976
ROUBO DE VEÍCULO,12,17,8,22,11,17,15,10,16,11,10,9.0,158.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
ROUBO DE CARGA,25,21,18,32,36,13,26,26,21,18,20,16.0,272.0
FURTO - OUTROS,411,378,362,498,528,604,420,511,528,593,923,1.573,7.329
FURTO DE VEÍCULO,10,19,30,23,24,32,22,31,30,37,35,20.0,313.0
