Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,1,0,1,0,2,0,1,2,1,2,10.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,1,0,1,0,2,0,1,2,1,2,10.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,1,0,2,1,0,0,0,0,0,0,5.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,1,0,2,1,1,2,0,0,0,1,2,1,11.0
LESÃO CORPORAL DOLOSA,41,29,31,26,20,32,19,15,21,35,22,26,317.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,18,28,23,22,27,24,21,26,21,31,26,13,280.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,0,1,0,1,1,0,3.0
LATROCÍNIO,0,0,0,0,0,0,0,0,1,0,1,0,2.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,1,0,1,0,2.0
TOTAL DE ESTUPRO (4),1,3,0,0,2,2,0,2,5,2,0,1,18.0
TOTAL DE ROUBO - OUTROS (1),136,129,112,130,111,122,109,129,119,127,122,118,1464.0
ROUBO DE VEÍCULO,42,47,48,47,41,39,49,58,47,42,51,42,553.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,3,5,0,3,7,4,2,7,4,1,1,2,39.0
FURTO - OUTROS,156,120,120,122,108,113,98,115,107,148,99,104,1410.0
FURTO DE VEÍCULO,36,38,41,42,37,36,58,43,59,34,25,26,475.0
