Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,1,0,2,0,0,2,1,0,1,0,1,8.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,0,2,0,0,2,1,0,1,0,1,8.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,1,1,1,1,1,0,1,0,1,0,8.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,1,0,0,0,0,0,0,0,0,1,0,1,3.0
LESÃO CORPORAL DOLOSA,30,21,18,22,9,15,10,18,17,22,18,14,214.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,19,17,29,28,20,26,22,21,17,27,26,25,277.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,1,0,0,0,0,0,0,0,3,0,4.0
LATROCÍNIO,0,0,0,0,0,0,0,1,0,0,0,0,1.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,1,0,0,0,0,1.0
TOTAL DE ESTUPRO (4),3,0,0,1,2,0,1,1,0,1,1,0,10.0
TOTAL DE ROUBO - OUTROS (1),101,91,106,114,138,106,99,96,78,84,76,80,1169.0
ROUBO DE VEÍCULO,44,41,50,31,25,23,35,29,17,31,28,33,387.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,1,1.0
ROUBO DE CARGA,1,4,3,3,0,4,1,3,2,1,0,2,24.0
FURTO - OUTROS,136,97,131,120,146,128,120,158,134,156,166,173,1665.0
FURTO DE VEÍCULO,42,20,33,30,23,29,38,39,23,24,35,25,361.0
