Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),5,3,4,1,1,1,1,2,2,0,1,0,21.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),6,6,7,2,2,1,1,3,3,2,2,0,35.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,2,1,1,2,1,1,0,0,3,0,11.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,1,0,0,1,0,2.0
TENTATIVA DE HOMICÍDIO,1,3,2,2,4,4,0,3,2,1,3,3,28.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,62,41,45,51,28,51,55,43,49,58,48,44,575.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,30,24,22,21,22,38,25,23,37,26,37,31,336.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,2,5,7,2,2,0,1,1,1,5,0,26.0
LATROCÍNIO,0,0,0,0,0,0,0,0,1,0,0,0,1.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),0,0,0,1,3,0,2,6,0,1,0,0,13.0
TOTAL DE ROUBO - OUTROS (1),92,98,121,138,121,161,132,153,131,138,102,105,1492.0
ROUBO DE VEÍCULO,41,51,57,59,33,55,41,62,55,57,67,42,620.0
ROUBO A BANCO,0,1,0,0,0,0,0,0,0,1,0,0,2.0
ROUBO DE CARGA,6,10,12,3,8,9,3,5,8,6,3,5,78.0
FURTO - OUTROS,70,78,93,63,86,80,95,99,79,86,88,86,1003.0
FURTO DE VEÍCULO,27,35,29,44,28,23,45,32,40,43,36,27,409.0
