Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,1,2,5,3,3,0,5,4,2,4,2,32.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),2,2,2,6,3,3,1,5,4,2,4,3,37.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,1,1,0,1,0,0,0,0,0,0,4.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,7,7,2,5,0,0,2,1,7,1,1,7,40.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,36,33,45,29,32,30,39,30,44,40,30,43,431.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,22,28,18,24,29,44,28,29,21,31,27,35,336.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,2,0,1,1,2,0,0,1,1,1,9.0
LATROCÍNIO,1,0,0,0,0,0,0,0,1,0,0,0,2.0
Nº DE VÍTIMAS EM LATROCÍNIO,1,0,0,0,0,0,0,0,1,0,0,0,2.0
TOTAL DE ESTUPRO (4),1,0,2,1,0,1,1,0,0,1,1,0,8.0
TOTAL DE ROUBO - OUTROS (1),64,82,72,75,75,87,82,84,74,61,73,87,916.0
ROUBO DE VEÍCULO,16,18,28,23,32,20,16,19,18,19,14,23,246.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,2,0,2,5,1,3,1,1,0,1,1,2,19.0
FURTO - OUTROS,114,97,98,116,113,86,110,100,73,114,91,118,1230.0
FURTO DE VEÍCULO,34,28,42,18,25,40,20,20,24,18,24,28,321.0
