Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,1,0,2,1,1,2,1,1,1,3,1,15.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,1,0,2,1,1,2,3,1,1,3,1,17.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,2,1,0,1,0,1,0,1,0,6.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,1,2,2,1,0,2,0,1,0,1,3,2,15.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,43,46,45,37,40,37,38,40,32,26,32,39,455.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,26,29,35,49,44,32,29,47,33,39,41,23,427.0
LESÃO CORPORAL CULPOSA - OUTRAS,1,1,3,0,1,2,0,0,0,0,1,1,10.0
LATROCÍNIO,0,0,0,0,0,0,1,0,0,0,0,0,1.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,1,0,0,0,0,0,1.0
TOTAL DE ESTUPRO (4),1,0,0,0,1,4,2,1,1,0,0,0,10.0
TOTAL DE ROUBO - OUTROS (1),70,45,55,62,62,60,74,68,58,46,63,75,738.0
ROUBO DE VEÍCULO,10,12,10,3,10,9,18,10,12,15,11,18,138.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,0,0,0,1,1,2,1,0,3,3,1,3,15.0
FURTO - OUTROS,113,79,84,102,96,106,166,68,96,64,47,62,1.083
FURTO DE VEÍCULO,19,6,12,13,7,16,16,16,16,5,9,6,141.0
