Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,1,0,0,1,0,1,0,0,1,0,0,4.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,0,0,1,0,1,0,0,1,0,0,4.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,2,6,0,3,1,0,1,0,0,0,0,0,13.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,0,1,0,1,0,1,0,3.0
LESÃO CORPORAL DOLOSA,5,10,10,16,10,4,14,13,8,14,13,19,136.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,15,17,16,17,27,22,18,18,21,20,23,28,242.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,3,7,0,0,0,0,0,1,13,0,24.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),0,1,0,0,0,0,0,1,0,0,0,0,2.0
TOTAL DE ROUBO - OUTROS (1),37,71,48,62,59,46,50,49,54,55,48,52,631.0
ROUBO DE VEÍCULO,6,4,6,5,4,5,1,7,10,7,4,4,63.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,1,3,1,3,2,1,1,4,2,1,0,0,19.0
FURTO - OUTROS,119,153,152,148,184,144,180,193,147,187,171,155,1.933
FURTO DE VEÍCULO,7,5,1,4,11,10,9,14,9,5,6,4,85.0
