Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,2,1,0,2,2,3,1,0,2,0,13
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,2,1,0,2,2,3,1,0,2,0,13
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,3,0,2,1,1,3,1,0,1,2,1,3,18
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,1,0,0,2,0,3,0,0,0,2,0,8
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,9,5,12,10,6,4,5,9,3,8,7,10,88
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,11,7,15,14,11,9,12,8,11,14,14,18,144
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,0,0,1,0,1,0,2
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),0,0,0,0,0,0,0,0,1,0,0,0,1
TOTAL DE ROUBO - OUTROS (1),47,50,54,52,54,51,32,32,36,59,35,54,556
ROUBO DE VEÍCULO,4,5,10,4,8,3,2,8,5,12,4,1,66
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,0,0,0,0,0,2,2,2,1,5,2,1,15
FURTO - OUTROS,85,69,80,78,83,60,60,95,68,107,84,117,986
FURTO DE VEÍCULO,22,15,13,12,12,10,13,23,12,17,18,13,180
