Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,2,0,0,1,0,0,4,0,1,1,9.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,2,0,0,1,0,0,3,0,1,1,8.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,2,3,1,1,1,0,0,1,0,0,9.0
HOMICÍDIO CULPOSO OUTROS,0,0,1,0,0,0,0,0,0,0,0,0,1.0
TENTATIVA DE HOMICÍDIO,1,3,1,0,2,0,2,1,1,1,1,2,15.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,13,12,18,21,22,11,15,17,20,18,9,20,196.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,15,25,30,31,30,22,35,30,31,21,15,35,320.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,1,0,0,0,0,0,0,0,1.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),1,0,0,0,0,0,0,0,0,0,2,0,3.0
TOTAL DE ROUBO - OUTROS (1),36,40,43,39,54,50,51,44,62,55,58,56,588.0
ROUBO DE VEÍCULO,7,3,4,8,5,6,12,5,6,3,3,4,66.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,1,0,0,1.0
ROUBO DE CARGA,2,1,0,1,2,2,2,2,2,2,1,2,19.0
FURTO - OUTROS,86,98,88,132,192,136,179,115,131,139,140,136,1.572
FURTO DE VEÍCULO,9,12,12,12,7,13,10,14,13,16,7,7,132.0
