Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),7,6,8,6,7,4,7,7,9,4,6,1,72
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),8,8,8,6,9,4,9,7,14,4,7,1,85
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,9,2,1,0,1,2,0,1,0,5,21
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,4,1,0,0,2,2,3,5,3,4,4,3,31
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,21,9,26,9,12,16,18,14,16,15,12,16,184
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,20,14,20,21,10,17,14,5,16,18,13,14,182
LESÃO CORPORAL CULPOSA - OUTRAS,2,0,0,0,0,0,0,1,0,0,2,2,7
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,2,0,2
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,2,0,2
TOTAL DE ESTUPRO (4),0,1,0,0,0,0,2,4,0,2,0,2,11
TOTAL DE ROUBO - OUTROS (1),61,61,65,67,59,49,47,62,51,68,72,55,717
ROUBO DE VEÍCULO,46,32,36,26,31,18,21,27,25,38,21,20,341
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,5,1,0,1,1,0,0,1,1,0,0,0,10
FURTO - OUTROS,89,66,59,61,53,51,39,51,41,49,57,62,678
FURTO DE VEÍCULO,33,37,61,29,32,37,37,30,37,47,26,32,438
