Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),5,3,2,2,3,1,2,3,4,2,1,2,30
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),4,3,3,2,3,1,2,3,4,2,1,2,30
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,2,0,3,0,0,0,0,0,0,1,1,0,7
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,1,3,4,1,1,0,2,0,1,0,1,14
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,28,40,35,27,25,26,15,16,21,11,23,24,291
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,17,23,10,23,23,27,23,33,33,20,18,27,277
LESÃO CORPORAL CULPOSA - OUTRAS,0,2,1,0,0,1,1,0,3,0,0,2,10
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,1,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,1,1
TOTAL DE ESTUPRO (4),0,0,0,1,1,2,1,1,1,1,1,0,9
TOTAL DE ROUBO - OUTROS (1),60,47,52,51,56,57,53,48,48,64,71,63,670
ROUBO DE VEÍCULO,33,20,36,39,29,20,30,21,22,23,15,18,306
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,0,0,2,2,2,2,3,0,2,2,1,2,18
FURTO - OUTROS,63,57,67,81,58,58,57,49,53,63,47,50,703
FURTO DE VEÍCULO,52,31,32,26,37,24,31,29,37,33,32,25,389
