Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,0,0,1,1,0,0,0,1,2,1,0,7.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,0,2,1,0,0,0,1,2,1,0,8.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,2,0,2,2,0,1,1,0,0,1,2,0,11.0
HOMICÍDIO CULPOSO OUTROS,0,1,0,1,0,0,0,0,0,0,0,0,2.0
TENTATIVA DE HOMICÍDIO,0,2,0,1,2,0,2,2,3,1,0,0,13.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,40,27,29,30,39,31,31,45,31,27,55,37,422.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,13,9,15,11,6,6,16,16,17,16,18,12,155.0
LESÃO CORPORAL CULPOSA - OUTRAS,1,1,1,1,3,0,1,0,0,0,0,0,8.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),5,2,1,2,4,3,1,6,5,1,6,7,43.0
ESTUPRO,2,1,0,0,2,1,0,2,1,0,3,1,13.0
ESTUPRO DE VULNERÁVEL,3,1,1,2,2,2,1,4,4,1,3,6,30.0
TOTAL DE ROUBO - OUTROS (1),100,78,92,76,89,80,92,101,87,77,95,98,1065.0
ROUBO - OUTROS,97,77,88,73,86,77,89,100,82,76,90,94,1029.0
ROUBO DE VEÍCULO,35,29,24,24,24,21,23,24,28,43,29,26,330.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,3,1,4,3,3,3,3,1,5,1,5,4,36.0
FURTO - OUTROS,120,117,147,145,154,140,153,132,149,140,132,101,1630.0
FURTO DE VEÍCULO,65,49,59,41,48,46,53,61,55,58,52,58,645.0
