Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,2,0,0,0,0,0,0,0,2,1,5.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,2,0,0,0,0,0,0,0,2,1,5.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,1,1,2,1,0,1,0,0,6.0
HOMICÍDIO CULPOSO OUTROS,1,0,0,0,0,0,0,0,0,0,0,0,1.0
TENTATIVA DE HOMICÍDIO,0,1,0,0,1,0,1,0,0,0,0,0,3.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,13,14,26,14,17,12,11,21,16,16,17,10,187.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,8,15,13,15,11,12,9,17,10,17,10,11,148.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,2,2,1,1,1,0,1,5,2,15.0
LATROCÍNIO,1,0,0,0,0,0,0,0,0,0,0,0,1.0
Nº DE VÍTIMAS EM LATROCÍNIO,1,0,0,0,0,0,0,0,0,0,0,0,1.0
TOTAL DE ESTUPRO (4),1,0,0,0,1,0,1,1,1,1,3,2,11.0
ESTUPRO,0,0,0,0,1,0,0,1,1,1,1,1,6.0
ESTUPRO DE VULNERÁVEL,1,0,0,0,0,0,1,0,0,0,2,1,5.0
TOTAL DE ROUBO - OUTROS (1),119,149,166,154,170,158,125,159,140,172,136,120,1768.0
ROUBO - OUTROS,110,134,154,137,159,149,117,150,134,164,129,116,1653.0
ROUBO DE VEÍCULO,30,34,54,50,65,37,32,47,34,41,52,54,530.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,9,15,12,17,11,9,8,9,6,8,7,4,115.0
FURTO - OUTROS,76,107,158,110,136,123,115,142,117,126,145,136,1491.0
FURTO DE VEÍCULO,81,92,111,95,109,87,73,109,93,109,92,45,1096.0
