Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,1,0,1,0,1,0,0,1,0,0,4.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,1,0,1,0,1,0,0,1,0,0,4.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,0,0,0,0,1,0,0,0,0,0,2.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,0,0,3,0,1,1,1,0,0,0,0,6.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,19,28,19,20,23,32,24,39,31,24,33,33,325.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,3,4,3,2,4,3,6,5,7,6,4,4,51.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,1,0,2,0,0,1,1,0,0,0,1,6.0
LATROCÍNIO,0,0,0,0,0,0,1,0,0,0,0,0,1.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,1,0,0,0,0,0,1.0
TOTAL DE ESTUPRO (4),1,1,0,3,2,0,3,0,2,0,4,3,19.0
ESTUPRO,0,1,0,3,2,0,1,0,1,0,1,2,11.0
ESTUPRO DE VULNERÁVEL,1,0,0,0,0,0,2,0,1,0,3,1,8.0
TOTAL DE ROUBO - OUTROS (1),201,170,181,152,107,115,112,138,153,156,165,170,1.82
ROUBO - OUTROS,201,170,181,152,107,115,112,138,153,156,164,170,1.819
ROUBO DE VEÍCULO,1,4,0,1,0,0,1,1,0,1,3,2,14.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,0,0,0,0,0,0,0,0,0,0,1,0,1.0
FURTO - OUTROS,435,439,378,320,281,314,323,392,394,404,388,319,4.387
FURTO DE VEÍCULO,18,22,25,9,10,20,19,13,22,24,19,14,215.0
