Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,1,2,0,1,1,1,0,6.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,1,2,0,1,1,1,0,6.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,2,1,0,0,0,0,0,0,0,1,4.0
HOMICÍDIO CULPOSO OUTROS,0,0,1,0,0,0,0,0,0,0,0,0,1.0
TENTATIVA DE HOMICÍDIO,1,2,2,2,2,0,1,3,1,1,2,2,19.0
LESÃO CORPORAL DOLOSA,15,34,31,34,22,20,26,25,19,37,25,17,305.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,16,10,21,15,23,15,19,20,18,13,16,21,207.0
LESÃO CORPORAL CULPOSA - OUTRAS,2,6,2,0,0,5,0,0,1,0,2,1,19.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),1,0,1,0,0,1,1,2,2,1,2,1,12.0
TOTAL DE ROUBO - OUTROS (1),74,73,81,101,114,72,85,91,101,99,97,89,1077.0
ROUBO DE VEÍCULO,8,4,5,4,10,3,8,5,3,6,3,6,65.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,0,0,1,0,1,1,0,0,0,2,3,0,8.0
FURTO - OUTROS,159,189,250,220,301,199,246,248,263,230,210,217,2732.0
FURTO DE VEÍCULO,8,10,13,24,9,13,13,13,11,17,5,11,147.0
