Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,3,4,1,2,2,2,2,0,4,20.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,3,4,1,2,2,2,2,0,4,20.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,2,0,0,0,0,0,0,0,0,0,2.0
HOMICÍDIO CULPOSO OUTROS,0,0,1,0,0,0,0,0,0,0,0,0,1.0
TENTATIVA DE HOMICÍDIO,1,0,0,1,0,0,0,1,0,1,0,0,4.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,23,30,31,20,24,16,23,26,30,32,41,30,326.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,21,31,22,37,30,31,23,27,33,28,24,25,332.0
LESÃO CORPORAL CULPOSA - OUTRAS,1,1,1,3,1,0,1,1,1,6,2,0,18.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),0,1,0,0,2,4,0,0,0,1,0,2,10.0
TOTAL DE ROUBO - OUTROS (1),124,121,134,115,121,136,130,141,108,114,103,109,1456.0
ROUBO DE VEÍCULO,7,12,7,5,5,5,8,4,3,8,6,6,76.0
ROUBO A BANCO,0,0,0,0,1,0,0,0,0,0,0,0,1.0
ROUBO DE CARGA,1,0,0,0,0,0,1,0,1,2,0,0,5.0
FURTO - OUTROS,265,173,184,201,286,229,264,150,265,194,160,193,2564.0
FURTO DE VEÍCULO,11,25,9,12,22,25,36,5,23,22,13,17,220.0
