Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,1,0,0,0,2,1,1,1,1,1,4,13.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,1,0,0,0,2,1,1,1,1,1,4,13.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,1,1,0,0,0,0,0,0,4,0,2,9.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,3,1,4,2,2,4,2,1,2,1,1,2,25.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,1,0,0,1,0,0,2.0
LESÃO CORPORAL DOLOSA,68,51,66,53,58,49,36,59,41,52,54,40,627.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,10,14,14,12,11,14,16,17,15,15,16,27,181.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,1,0,2,0,0,0,0,1,1,3,8.0
LATROCÍNIO,0,1,1,0,0,0,0,0,0,0,0,0,2.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,1,1,0,0,0,0,0,0,0,0,0,2.0
TOTAL DE ESTUPRO (4),5,9,6,6,5,7,3,1,4,7,11,4,68.0
ESTUPRO,0,2,2,2,0,3,1,0,1,2,4,0,17.0
ESTUPRO DE VULNERÁVEL,5,7,4,4,5,4,2,1,3,5,7,4,51.0
TOTAL DE ROUBO - OUTROS (1),286,214,258,247,210,235,257,255,224,242,226,213,2.867
ROUBO - OUTROS,279,210,255,243,208,232,255,251,220,235,220,207,2.815
ROUBO DE VEÍCULO,14,12,20,13,26,30,20,19,18,27,34,32,265.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,7,4,3,4,2,3,2,4,4,7,6,6,52.0
FURTO - OUTROS,200,188,230,210,232,179,212,214,196,206,194,237,2.498
FURTO DE VEÍCULO,33,28,22,35,26,34,39,38,46,35,29,40,405.0
