Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),2,9,2,2,8,5,3,1,2,4,4,2,44.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),3,12,2,2,11,5,3,1,2,4,4,3,52.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,3,0,1,2,2,4,1,1,0,14.0
HOMICÍDIO CULPOSO OUTROS,1,0,0,0,0,0,0,0,0,0,0,0,1.0
TENTATIVA DE HOMICÍDIO,0,2,2,6,1,3,3,3,1,2,2,3,28.0
LESÃO CORPORAL DOLOSA,63,61,51,43,35,37,40,47,40,54,49,58,578.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,25,39,30,26,28,34,31,22,39,32,32,36,374.0
LESÃO CORPORAL CULPOSA - OUTRAS,3,2,2,1,0,0,2,2,0,1,2,0,15.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),2,5,1,0,4,5,4,7,8,5,5,4,50.0
TOTAL DE ROUBO - OUTROS (1),164,149,151,186,168,191,155,209,185,181,206,179,2.124
ROUBO DE VEÍCULO,42,32,41,60,45,42,48,33,31,50,48,52,524.0
ROUBO A BANCO,0,0,1,1,0,0,0,0,0,0,0,0,2.0
ROUBO DE CARGA,11,6,7,3,4,5,2,7,5,8,5,5,68.0
FURTO - OUTROS,139,134,137,147,163,169,162,177,169,174,157,159,1.887
FURTO DE VEÍCULO,57,38,69,59,46,49,62,38,43,33,38,36,568.0
