Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),3,1,1,1,0,3,2,1,0,1,2,1,16
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),3,1,3,1,0,3,2,2,0,1,2,1,19
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,2,0,0,0,1,0,0,0,0,0,0,3
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,3,0,0,0,1,0,2,0,0,2,0,0,8
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,15,22,24,31,20,17,24,17,19,21,22,18,250
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,16,10,18,24,12,16,8,21,20,14,31,24,214
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,1,1,0,0,0,0,0,0,0,0,2
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),1,0,1,0,0,1,1,1,3,1,3,2,14
TOTAL DE ROUBO - OUTROS (1),84,57,68,87,76,68,63,82,89,78,65,55,872
ROUBO DE VEÍCULO,30,29,13,25,25,21,16,19,18,23,35,25,279
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,7,10,9,2,6,2,1,5,4,4,8,5,63
FURTO - OUTROS,41,46,47,47,57,75,55,63,63,40,39,43,616
FURTO DE VEÍCULO,14,14,20,8,19,14,9,8,19,12,9,11,157
