Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,0,0,3,0,1,1,1,1,2,0,0,10.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,0,3,0,1,1,1,1,2,0,0,10.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,0,0,0,1,1,0,0,1,1,2,7.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,2,2,4,1,0,0,1,0,2,2,1,0,15.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,30,29,34,35,33,23,33,28,23,33,27,31,359.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,5,11,7,6,9,5,7,13,8,11,11,102.0
LESÃO CORPORAL CULPOSA - OUTRAS,1,1,1,2,1,0,0,2,1,3,1,1,14.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),5,1,8,5,2,2,4,7,5,8,4,5,56.0
ESTUPRO,1,0,0,0,0,0,2,3,1,1,1,2,11.0
ESTUPRO DE VULNERÁVEL,4,1,8,5,2,2,2,4,4,7,3,3,45.0
TOTAL DE ROUBO - OUTROS (1),131,122,99,101,96,88,100,82,100,104,106,91,1220.0
ROUBO - OUTROS,125,113,93,94,91,84,94,74,90,98,103,89,1148.0
ROUBO DE VEÍCULO,12,19,11,23,17,18,18,17,22,19,14,23,213.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,6,9,6,7,5,4,6,8,10,6,3,2,72.0
FURTO - OUTROS,89,69,105,81,80,83,138,132,99,91,98,88,1153.0
FURTO DE VEÍCULO,25,34,28,24,32,30,36,20,24,36,39,23,351.0
