Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,0,0,2,0,0,1,1,1,0,0,2,8.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,0,2,0,0,1,1,1,0,0,2,8.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,1,0,0,0,0,0,0,0,0,0,1.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,1,1,0,0,0,0,0,0,0,0,1,3.0
LESÃO CORPORAL DOLOSA,28,27,25,28,29,19,23,26,35,30,25,29,324.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,27,26,2,31,28,30,25,38,31,64,32,24,358.0
LESÃO CORPORAL CULPOSA - OUTRAS,2,0,0,0,0,0,0,0,0,0,0,0,2.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),0,0,2,0,1,0,0,0,1,1,1,1,7.0
TOTAL DE ROUBO - OUTROS (1),108,98,64,122,105,123,105,84,117,128,87,128,1.269
ROUBO DE VEÍCULO,12,0,5,10,13,4,9,13,10,6,16,6,104.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,0,0,0,0,0,0,0,0,0,0,0,1,1.0
FURTO - OUTROS,153,103,118,156,163,243,192,377,347,328,281,328,2.789
FURTO DE VEÍCULO,25,29,49,33,37,30,59,47,61,52,42,29,493.0
