Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,1,1,0,0,0,1,1,0,0,0,4.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,1,1,0,0,0,1,1,0,0,0,4.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,1,0,0,0,0,2,1,4.0
LESÃO CORPORAL DOLOSA,47,25,34,19,25,39,30,23,30,24,32,35,363.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,33,23,21,40,27,22,13,32,20,30,24,12,297.0
LESÃO CORPORAL CULPOSA - OUTRAS,1,2,1,0,0,1,1,0,0,0,0,0,6.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),2,0,3,2,1,4,0,1,2,3,2,2,22.0
TOTAL DE ROUBO - OUTROS (1),184,150,170,232,228,210,221,275,210,187,168,194,2.429
ROUBO DE VEÍCULO,9,12,9,4,8,2,3,6,4,7,7,7,78.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,0,0,0,0,0,0,0,1,1,0,0,3,5.0
FURTO - OUTROS,569,507,670,637,569,605,495,616,507,502,452,427,6.556
FURTO DE VEÍCULO,37,34,50,36,33,40,54,52,40,32,31,20,459.0
