Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),1,0,0,0,0,0,0,0,3,0,1,1,6.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,0,0,0,0,0,0,3,0,1,1,6.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,1,0,1,0,3,1,0,0,2,2,1,11.0
LESÃO CORPORAL DOLOSA,22,16,38,32,29,32,23,29,37,42,35,22,357.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,25,21,20,38,25,13,33,33,36,31,39,30,344.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,4,0,1,0,1,0,0,0,1,7.0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TOTAL DE ESTUPRO (4),2,2,2,1,0,2,0,0,0,0,1,2,12.0
TOTAL DE ROUBO - OUTROS (1),84,91,110,143,148,121,163,158,172,215,195,182,1782.0
ROUBO DE VEÍCULO,9,7,2,2,10,4,3,6,8,4,4,6,65.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,0,0,2,0,0,0,0,1,0,0,0,0,3.0
FURTO - OUTROS,476,298,409,573,462,280,353,523,566,686,663,560,5849.0
FURTO DE VEÍCULO,32,32,23,28,45,26,42,48,36,39,26,21,398.0
