Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,1,0,0,0,1,0,1,3.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,1,0,0,0,1,0,1,3.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,1,0,0,0,0,1,0,0,1,1,4.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0.0
TENTATIVA DE HOMICÍDIO,0,0,1,0,0,0,1,0,0,1,1,0,4.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0.0
LESÃO CORPORAL DOLOSA,16,16,25,19,18,16,21,15,20,23,30,0,219.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,7,7,17,7,4,12,11,12,23,15,13,137.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,2,0,0,0,0,1,0,0,25,28.0
LATROCÍNIO,1,0,0,0,0,0,0,0,0,0,0,0,1.0
Nº DE VÍTIMAS EM LATROCÍNIO,1,0,0,0,0,0,0,0,0,0,0,0,1.0
TOTAL DE ESTUPRO (4),2,2,2,3,1,1,1,0,2,2,2,2,20.0
ESTUPRO,1,1,2,1,0,0,0,0,1,0,0,0,6.0
ESTUPRO DE VULNERÁVEL,1,1,0,2,1,1,1,0,1,2,2,2,14.0
TOTAL DE ROUBO - OUTROS (1),100,99,93,67,89,81,98,87,75,93,84,105,1.071
ROUBO - OUTROS,100,99,91,65,85,80,98,85,75,92,84,105,1.059
ROUBO DE VEÍCULO,18,23,17,17,18,16,12,10,16,21,20,14,202.0
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ROUBO DE CARGA,0,0,2,2,4,1,0,2,0,1,0,0,12.0
FURTO - OUTROS,90,93,60,78,78,55,52,68,67,59,61,64,825.0
FURTO DE VEÍCULO,70,63,70,91,75,73,81,88,76,94,73,39,893.0
